SKU,batch,Last_Month_Stock,month_in,month_out,month_sales,month_end_stock,Note_value,safety_stock,Location,month_end_inventory,inventory_diff,Remark,Time
FWD110,25072260,9734.12,0,0,1250,8484.12,8484.12,1000,E-4,8484.12,0,,2025-10
FWD111,23112560,527.24,0,0,125.2,402.04,402.04,479,2C-4,402.04,0,,2025-10
FWD111M,24092061,1660.4,0,0,178,1482.4,1482.4,459,2E-1,1482.4,0,2个零头,2025-10
FWD111MT,24040761,622.8,0,0,100,522.8,522.8,333,B-1,522.8,0,,2025-10
FWD120,25030360-箱,8975,0,0,1000,7975,11619.3,2000,A-2,7975,0,,2025-10
FWD120,25030360,3800.5,0,0,155.2,3644.3,,,B-1,3644.3,0,,2025-10
FWD120K,25041461,1025,0,0,0,1025,1025,,B-2,1025,0,,2025-10
FWD121,WG25102360,0,2500,0,2500,0,0,314,,0,0,,2025-10
FWD122,25022462,769,0,0,100.2,668.3,5192.7,1000,2G-4,668.3,0,,2025-10
FWD122,25080160,4525,0,0,0,4524.4,,,E-3,4524.4,0,,2025-10
FWD123,24072660,2055.3,0,0,460,1595.3,1595.3,783,B-1,1595.3,0,,2025-10
定制123,D24112161,300,0,0,150,150,2404,,C-2,150,0,,2025-10
定制123,D25090260,3154,0,0,900,2254,,,E-2,2254,0,,2025-10
FWD123T,,0,0,0,0,0,518,400,,0,0,,2025-10
FWD123T,25070261,719,0,0,201,518,,,C-1,518,0,,2025-10
FWD100,25052061,3275,0,150,1027.5,2097.5,26356.3,5000,C-2,2097.5,0,,2025-10
FWD100,25071661,3655,0,0,0,3655,,,B-2,3655,0,,2025-10
FWD100,25071661箱,6850,0,0,1000,5850,,,E-5,5850,0,,2025-10
FWD100,25080460,8756,0,0,0,8753.8,,,E-4,8753.8,0,,2025-10
FWD100,25080460箱,10000,0,0,9000,1000,,,E-2,1000,0,,2025-10
瑞克100,25080460箱,10000,0,0,5000,5000,,,E-5,5000,0,,2025-10
FWD100,H23123060,672,0,0,0,672,672,,C-2,672,0,,2025-10
FWD100K,25040361,8363,0,0,1050,7313,7313,,E-3,7313,0,,2025-10
FWD100W,25061460,1049,0,0,150,899,899,,C-1,899,0,,2025-10
FWD6100,25052061,0,150,0,150,0,,,,0,0,,2025-10
FWD101,25101861,0,15253,0,0,15253,15253,1000,E-3,15253,0,,2025-10
FWD101,24050561,999,0,674,325,0,,,,0,0,,2025-10
FWD6300,25060562,4073,0,23,0,4050,4250,,C-1,4050,0,,2025-10
FWD6300,25030661,200,0,0,0,200,,,C-1,200,0,,2025-10
FWD173,25011361,1122,0,0,360,762,10605,1000,C-2,762,0,,2025-10
FWD173,25061960,9845,0,0,0,9843,,,C-2,9843,0,,2025-10
FWD173K,25081660,1914,0,0,200,1714,1714,,B-1,1714,0,,2025-10
FWD103,25102564,0,1000,0,450,550,550,1000,E-2,550,0,,2025-10
FWD103,25031060箱,3020.82,0,20.62,3000.2,0,,,,0,0,,2025-10
FWD103,24110561,0.75,0,0.75,0,0,,,,0,0,,2025-10
FWD151,,0,0,0,0,0,2676.49,1000,,0,0,,2025-10
FWD151,24081461,2811.69,0,0,135.2,2676.49,,,E3-D2,2676.49,0,3个零头,2025-10
FWD151K,25050860,700,0,0,0,700,700,,B-1,700,0,,2025-10
FWD153,25010960,2759.75,0,0,1400.2,1358.35,1358.35,1000,E-2,1358.35,0,,2025-10
FWD153,D24112160,2000,0,0,0,2000,2000,,A-2,2000,0,,2025-10
FWD163,24090760-箱,3387,0,117,100.2,3169.8,3169.8,745,B-2,3169.8,0,2个另头,2025-10
HC010AS(云母粉）,25031962,500,0,60,0,439.5,439.5,,B-1,439.5,0,,2025-10
FWD104Z,25061661,0,2669.37,0,0,2669.37,2669.37,,棚,2669.37,0,,2025-10
FWD104Z,25061661,4287.48,0,2711.85,1575.63,0,,,,0,0,,2025-10
FWD001,17092062,0.3,0,0,0,0.3,2672.1,,E-1,0.3,0,,2025-10
FWD001,15120460,25,0,0,0,25,,,E-1,25,0,退,2025-10
FWD001,25062063,2646.8,0,0,0,2646.8,,,D-2,2646.8,0,,2025-10
FWD205,25090961,3600,0,0,100,3500,8750,800,2C-1,3150,-350,,2025-10
FWD205,25090961,4700,0,0,50,4650,,,2C-2,5000,350,,2025-10
FWD205,25022460-箱,600,0,0,0,600,,,A-3,600,0,,2025-10
FWD2205G,25031963,1403,0,0,75,1328,1328,500,2B-3,1328,0,,2025-10
FWD205A,25022260,2509,0,0,250,2259,2259,410,E-4,2259,0,,2025-10
FWD215,,0,0,0,0,0,1287.26,500,,0,0,,2025-10
FWD215,24110960,1597.46,0,0,310.2,1287.26,,,2B-3,1287.26,0,,2025-10
FWD219,24042061,880.8,0,0,285.2,595.6,2102.6,500,2G-2,595.6,0,,2025-10
FWD219,D25091960,1507,0,0,0,1507,,,2D-2,1507,0,,2025-10
FWD219S,25082561,1274,0,0,0,1274,1274,0,C-1,1274,0,,2025-10
FWD219K,25100866,0,1837,0,350,1487,1487,,2D-2,1487,0,,2025-10
FWD225,24101960,25,0,0,25,0,6791.5,773,,0,0,,2025-10
FWD225,25080161,7541.7,0,0,750.2,6791.5,,,2F-2,6791.5,0,,2025-10
FWD225,H25042861,367,0,0,0,367,367,,B-1,367,0,,2025-10
FWD225Z,25041060,1343,0,0,1000,343,343,,2C-3,343,0,,2025-10
FWD225S,25070862,2459,0,0,0,2459,2459,0,2E-2,2459,0,,2025-10
FWD225A,24010261,200,0,0,0,200,200,,2D-1,200,0,,2025-10
FWD235,25100864,0,5355,0,0.2,5354.8,5844.8,500,2G-8,5354.8,0,,2025-10
FWD235,23060161,7.3,0,7.3,0,0,,,,0,0,,2025-10
FWD235,24011562,514.45,0,14.45,10,490,,,2C-4,490,0,,2025-10
FWD235K,25080163,805,0,0,0,805,805,,2F-4,805,0,,2025-10
FWD201,25101860,0,6000,0,35,5965,5965,800,2G-5,5965,0,,2025-10
FWD201,25042260,903.42,0,553.42,350,0,,,,0,0,,2025-10
FWD201,D25092261,300,0,0,300,0,0,,,0,0,,2025-10
FWD211,24111960,946.21,0,80,35.2,831.01,831.01,500,2E-2,831.01,0,,2025-10
FWD223,24111660,743.5,0,300,275.2,168.3,168.3,447,2C-3,168.3,0,,2025-10
FWD221,25060960,4887,0,375,375.2,4136.8,4136.8,600,2C-1,4136.8,0,,2025-10
FWD221S,21051960,165,0,0,0,165,165,0,2E-2,165,0,,2025-10
FWD224,25041161,2005.7,0,0,30,1975.7,1975.7,0,2B-3,1975.7,0,,2025-10
FWD224T,25090460,3731,0,0,900,2831,2831,,2B-4,2831,0,,2025-10
FWD231,24111861,2398,0,0,120.2,2277.8,2277.8,493,2G-6,2277.8,0,,2025-10
FWD249,25082260,1236,0,0,25.2,1210.8,1210.8,325,B-2,1210.8,0,,2025-10
FWD249A,25082562,350,0,0,0,350,350,,2E-2,350,0,,2025-10
FWD249,D25061361,838,0,0,150,688,688,,2F-1,688,0,,2025-10
FWD216,24111863,2348.9,0,0,0,2348.9,2348.9,0,2B-4,2348.9,0,,2025-10
FWD216K,25041661,699,0,99,0,600,3152,,B-2,600,0,,2025-10
FWD216K,25100867,0,2552,0,0,2552,,,2G-2,2552,0,,2025-10
FWD216Y,25091860,1101,0,0,0,1101,1101,0,2D-1,1101,0,,2025-10
FWD217,25091660,1170,0,0,10,1160,1160,0,2C-2,1160,0,,2025-10
FWD299,23082163,405.8,0,0,0.2,405.6,405.6,,2E-1,405.6,0,,2025-10
FWD289,25032460,529.8,0,0,0.2,529.6,529.6,0,2C-2,529.6,0,,2025-10
FWD1289,16122660,300,0,300,0,0,0,,,0,0,,2025-10
FWD300,25072362,3897,0,0,850.2,3046.8,21440.8,2000,2E-1,3046.8,0,,2025-10
FWD300,25072362箱,2025,0,0,1300,725,,,B-1,725,0,,2025-10
FWD300,25080164,17670,0,0,0,17669,,,3C-1,17669,0,,2025-10
FWD300B,25070260,4595,0,0,600,3995,3995,0,2G-3,3995,0,,2025-10
FWD300Y,24082860,115,0,0,0,115,115,0,3A-1,115,0,,2025-10
FWD301,24070962,2245,0,0,25,2219.7,2219.7,324,4B-3,2219.7,0,,2025-10
FWD303,25051661,8031.5,0,344,2100.2,5585,5585,2000,2G-6,5585,0,,2025-10
FWD303,H23120860,156.7,0,0,0,156.7,156.7,,4B-4,156.7,0,,2025-10
FWD304K,25060261,3992,0,0,0,3992,3992,,3C-2,3992,0,,2025-10
FWD305,25041063,6962.6,0,0,1160.2,5799.8,5800.8,1000,2F-3,5799.8,0,,2025-10
FWD305,24071960,1,0,0,0,1,,,D-2,1,0,,2025-10
FWD305S,24112960,2682,0,0,500,2182,2182,0,2G-6,2182,0,,2025-10
FWD306,24120560,6401.2,0,326,1805.2,4269.2,4270.2,1500,2G-4,4269.2,0,,2025-10
FWD306,D25101561,0,1001,0,1000,1,,,D-2,1,0,,2025-10
FWD306C,25092960纸袋,900,82,0,250,732,732,,C-1,732,0,29件+7,2025-10
FWD306B,25062160,3460,0,0,0,3460,3460,,2D-1,3460,0,,2025-10
FWD306S,24121160,2125,0,0,600,1525,1525,,4C-2,1525,0,,2025-10
FWD307,24122060,4537.7,0,0,425.2,4112.5,4112.5,1000,2B-4,4112.5,0,,2025-10
FWD307B,25071460,3631,0,0,300,3331,3331,0,4A-2,3331,0,,2025-10
FWD307Y,24091460,734,0,0,0,734,734,0,2E-2,734,0,,2025-10
FWD3307A,25062360,4125,0,0,0,4125,4125,500,2C-4,4125,0,,2025-10
FWD308,25061662,2993.4,0,0,125,2868.4,2868.4,500,3B-4,2868.4,0,,2025-10
FWD302,24102863,6348.3,0,100,750.2,5497.9,5497.9,2000,4D-3,5497.9,0,2个零头,2025-10
FWD3302,25101160,0,4250,0,25,4225,4225,150,3A-2,4225,0,,2025-10
FWD3302,24082960,93.3,0,18.3,75,0,,,,0,0,,2025-10
FWD323,25032061,2839.55,0,0,525.2,2314.15,2314.15,1000,3C-1,2314.15,0,,2025-10
FWD323,H24111262,294,0,0,0,294,294,,2E-1,294,0,,2025-10
FWD323Y,24111263,368,0,0,0,368,368,,2C-1,368,0,,2025-10
FWD320,25022461,2147.75,0,0,100,2047.45,2047.45,1000,3C-2,2047.45,0,,2025-10
FWD320K,25052663,2037,0,0,0,2037,2037,,3A-2,2037,0,,2025-10
FWD322,25100863,0,7459,0,1000,6459,6459,0,3A-1,6459,0,,2025-10
FWD322,25010260,8.8,0,8.8,0,0,,,,0,0,,2025-10
FWD325,25071960,8129,0,240,1725,6163.9,6163.9,500,3A-1,6163.9,0,,2025-10
FWD351,24120960,1454.65,0,0,200.2,1254.45,1254.45,500,2E-2,1254.45,0,,2025-10
FWD351Y,24111362,553,0,0,0,553,553,0,2C-1,553,0,,2025-10
FWD353,23120460,5,0,0,0,5,2478.2,500,D-2,5,0,,2025-10
FWD353,24121660,3208.4,0,400,335.2,2473.2,,,2D-2,2473.2,0,,2025-10
FWD353Y,24111662,1181,0,0,275,906,906,0,2F-1,906,0,,2025-10
FWD355,24122362,2789.7,0,0,50.2,2739.5,2739.5,500,2C-4,2739.5,0,,2025-10
FWD355Y,21062361,300,0,0,0,300,300,,3A-1,300,0,,2025-10
FWD361,21042260,1596.1,0,0,50,1546.1,1546.1,,3A-2,1546.1,0,,2025-10
FWD362,16061460,4.95,0,0,0,0,10.3,,,0,0,,2025-10
FWD362,16061460,20.3,0,0,10,10.3,,,E-1,10.3,0,退货,2025-10
FWD3112,25081161,5085,0,400,606.5,4078.5,4078.5,500,2C-1,4078.5,0,,2025-10
FWD6622,23101163,700,0,0,25,675,675,,3A-1,675,0,,2025-10
FWD500,25041462,4696.5,0,0,175.2,4521.3,4521.3,1000,4A-1,4521.3,0,,2025-10
FWD500K,23080161,824.2,0,0,0,824.2,824.2,,2G-3,824.2,0,,2025-10
FWD3500E,23082560,25,0,0,0,25,25,,3B-1,25,0,,2025-10
FWD3500,25101360,0,3442,0,100.2,3341.8,3941.8,0,3C-2,3341.8,0,,2025-10
FWD3500,25101360箱,0,600,0,0,600,,,3C-2,600,0,,2025-10
FWD3500,24010460,32.23,0,7.23,25,0,,,,0,0,,2025-10
FWD3502,25042960,2575,0,0,150.2,2424.8,2424.8,500,2C-3,2424.8,0,,2025-10
FWD3504,24071860,1228,0,0,50.2,1177.8,1177.8,0,4D-3,1177.8,0,,2025-10
FWD502,24100860,6.4,0,0,5,1.4,1319.61,1000,D-2,1.4,0,,2025-10
FWD502,25051460,2368.77,0,0,1050.2,1318.21,,,4C-3,1318.21,0,,2025-10
FWD502S,21052960,1000,0,0,0,1000,1000,0,2D-1,1000,0,,2025-10
FWD502Z,25091061,2919,0,0,0,2919,2919,0,4B-4,2919,0,,2025-10
FWD503,25031862,1728,0,0,475.2,1252.8,1252.8,500,4A-2,1252.8,0,,2025-10
FWD504,25103060,0,8600,0,0,8600,8600,1000,车间,8600,0,,2025-10
FWD504,24100963,923.99,0,47.79,876.2,0,,,,0,0,,2025-10
FWD5004B,D25092961纸袋,1100,38,0,250,888,888,,C-1,888,0,20件+15件,2025-10
FWD504Z,25081360,2039,0,0,1000,1039,1039,,4D-2,1039,0,,2025-10
FWD505,24102160,869.25,0,0,175.2,694.05,694.05,500,4C-2,694.05,0,,2025-10
FWD506,19101560,1825,0,0,155,1670,7235.1,0,2G-5,1670,0,,2025-10
FWD506,19101560,5619,0,0,52,5565.1,,,2G-2,5565.1,0,,2025-10
FWD508,24110863,1959.5,0,0,75.2,1884.3,1884.3,500,2B-4,1884.3,0,,2025-10
FWD510,25032461,1974.08,0,0,0.2,1973.63,1973.63,200,2B-3,1973.63,0,,2025-10
FWD510Y,22030462,100,0,0,0,100,100,0,4A-3,100,0,,2025-10
FWD510W,23091962,500,0,0,50,450,450,0,2E-2,450,0,,2025-10
FWD520,24062462,10,0,10,0,0,4243.12,500,,0,0,,2025-10
FWD520,25060663,4733.32,0,140,350.2,4243.12,,,4D-2,4243.12,0,,2025-10
FWD522,24112260,1956.94,0,0,875.2,1081.74,1081.74,1000,4C-2,1081.74,0,,2025-10
FWD5221,23100760,890,0,0,100,790,790,,3A-1,790,0,,2025-10
FWD523,20080560,205.3,0,0,0,205.3,205.3,0,4B-5,205.3,0,,2025-10
FWD524,25010660,2337.7,0,0,255.2,2082.5,2082.5,600,4C-1,2082.5,0,,2025-10
FWD524A,25041560,888,0,0,0,888,888,,3B-4,888,0,,2025-10
