SKU,batch,Last_Month_Stock,month_in,month_out,month_sales,month_end_stock,Note_value,safety_stock,Location,month_end_inventory,inventory_diff,Remark,Time
BHC150,202410150854,3124.71,1878.07,561.8,2112.48,2328.5,2328.5,698.48,A-1,2300.8,-27.7,,2024-10
BHC150,202410445057,2536.11,2827.14,509.01,1888.42,2965.82,2965.82,698.48,A-1,2971.91,6.09,,2024-10
BHC150,202410837084,1384,2511.8,397.72,2151.68,1346.4,1346.4,698.48,A-1,1336.26,-10.14,,2024-10
BHC150,202410911168,1464.67,993.07,288.38,2169.36,0,0,698.48,A-1,0.6,0.6,,2024-10
BHC151,202410194886,1948.34,3573.35,337.36,1329.03,3855.3,3855.3,745.98,E-8,3927.1,71.8,,2024-10
BHC151,202410244152,157.31,1915.41,31.77,1558.69,482.26,482.26,745.98,E-8,474.88,-7.38,,2024-10
BHC151,202410472140,5986.93,1723,244.91,2023.46,5441.56,5441.56,745.98,E-8,5377.7,-63.86,,2024-10
BHC151,202410648636,1323.24,228.62,556.57,995.29,0,0,745.98,E-8,0.08,0.08,,2024-10
BHC151,202410893678,2242.87,1842.58,260.23,329.2,3496.02,3496.02,745.98,E-8,3518.25,22.23,,2024-10
BHC151,202410933323,20.91,2681.71,332.03,2201.24,169.35,169.35,745.98,E-8,168.58,-0.77,,2024-10
BHC152,202410236091,4643.43,2553.71,320.49,431.65,6445,6445,380.48,B-6,6363.14,-81.86,,2024-10
BHC153,202410120950,1705.47,2575.86,371,325.44,3584.89,3584.89,658.33,D-4,3561.52,-23.37,,2024-10
BHC153,202410260651,5229.85,223.94,62.01,1999.43,3392.35,3392.35,658.33,D-4,3350.87,-41.48,,2024-10
BHC153,202410367527,1379.41,3330.31,542.38,199.9,3967.44,3967.44,658.33,D-4,3916.28,-51.16,,2024-10
BHC153,202410486077,2627.87,520.99,506.3,1405.03,1237.53,1237.53,658.33,D-4,1238.57,1.04,,2024-10
BHC153,202410589795,2455.39,354.62,120.53,2207.46,482.02,482.02,658.33,D-4,492.31,10.29,,2024-10
BHC153,202410688833,4591.56,3310.15,25.84,1710.65,6165.22,6165.22,658.33,D-4,6224.85,59.63,,2024-10
BHC153,202410774586,5908.57,920.73,557.4,688.89,5583.01,5583.01,658.33,D-4,5602.73,19.72,,2024-10
BHC153,202410796461,1232.34,1791.51,243.21,2393.95,386.69,386.69,658.33,D-4,385.06,-1.63,,2024-10
BHC153,202410883904,4860.16,1706.75,399.29,2185.56,3982.06,3982.06,658.33,D-4,3970.77,-11.29,,2024-10
BHC154,202410439420,4907.6,3345.13,581.69,47.9,7623.14,7623.14,678.01,E-4,7637.87,14.73,,2024-10
BHC154,202410704405,2309.26,3014.56,410.76,1909.46,3003.6,3003.6,678.01,E-4,3077.81,74.21,,2024-10
BHC154,202410819911,3437.12,3250.07,316.86,1284.33,5086,5086,678.01,E-4,5106.13,20.13,,2024-10
BHC154,202410895756,3419.68,3119.87,186.64,934.84,5418.07,5418.07,678.01,E-4,5423.51,5.44,,2024-10
BHC155,202410183305,5052.07,3244.99,196.48,471.19,7629.39,7629.39,766.82,A-4,7591.96,-37.43,,2024-10
BHC155,202410228873,728.54,2784.1,556.62,210.42,2745.6,2745.6,766.82,A-4,2753.67,8.07,,2024-10
BHC155,202410241546,5977.55,2324.11,226.67,890.33,7184.66,7184.66,766.82,A-4,7236.13,51.47,,2024-10
BHC155,202410359597,5908.8,1230.75,93.24,2020.89,5025.42,5025.42,766.82,A-4,5002.15,-23.27,,2024-10
BHC155,202410362095,1026.26,1567.93,490.31,703.89,1399.99,1399.99,766.82,A-4,1386.5,-13.49,,2024-10
BHC155,202410422540,466.09,3100.58,462.05,1662.33,1442.29,1442.29,766.82,A-4,1454.94,12.65,,2024-10
BHC155,202410463062,3851.27,2968.77,262.61,1681.74,4875.69,4875.69,766.82,A-4,4838.84,-36.85,,2024-10
BHC155,202410633347,2029.52,823.06,267.17,2356.73,228.68,228.68,766.82,A-4,227.12,-1.56,,2024-10
BHC155,202410652486,5788.34,844.46,354.21,2398.24,3880.35,3880.35,766.82,A-4,3941.87,61.52,,2024-10
BHC156,202410266420,1343.27,3751.72,154.43,743.74,4196.82,4196.82,520.47,E-1,4228.76,31.94,,2024-10
