SKU,batch,Last_Month_Stock,month_in,month_out,month_sales,month_end_stock,Note_value,safety_stock,Location,month_end_inventory,inventory_diff,Remark,Time
FWD110,24100761,5442.55,0,0,975,4467.55,4467.55,1000,2F-2,4467.55,0,,2025-03
FWD111,23112560,1153.94,0,0,25,1128.14,1128.14,479,2C-4,1128.14,0,,2025-03
FWD111M,24092061,4695,0,600,375,3719.4,3719.4,459,2E-1,3719.4,0,,2025-03
FWD111MT,24040761,1623.8,0,0,250,1373.8,1373.8,333,B-1,1373.8,0,,2025-03
FWD120,24072661,2505.85,0,5.85,650,1850,16844.3,2000,C-2,1850,0,,2025-03
FWD120,25030360,0,6800,0,800,5994.3,,,B-1,5994.3,0,,2025-03
FWD120,25030360-箱,0,9000,0,0,9000,,,A-2,9000,0,,2025-03
FWD120,24051560-箱,50,0,50,0,0,,,,0,0,,2025-03
FWD120,24042964,33,0,33,0,0,,,,0,0,,2025-03
FWD120,D25030561,0,1000,0,500,500,500,,B-2,500,0,,2025-03
FWD120K,24040760,588.43,0,0,0,588.43,588.43,,B-1,588.43,0,2个零头,2025-03
FWD122,25022462,4590,0,0,0,4587.9,4813.4,1000,2G-4,4587.9,0,,2025-03
FWD122,24040764,300,0,0,74.5,225.5,,,A-3,225.5,0,,2025-03
FWD123,24072660,4017.35,0,0,50,3967.35,3967.35,783,B-1,3967.35,0,,2025-03
定制123,D24112161,4466,0,0,0,4466,4466,,E-3,4466,0,,2025-03
FWD123T,25011360,2224,0,0,200,2024,2024,400,E-2,2024,0,,2025-03
FWD100,25011660,1000,0,125,550,323.75,26993.25,5000,B-2,323.75,0,,2025-03
FWD100,25021460,650,0,0,625,25,,,C-2,25,0,,2025-03
FWD100,25021860-箱,13750,0,0,600,13149.5,,,E-5,13149.5,0,,2025-03
FWD100,25022860,0,15495,0,2000,13495,,,E-4,13495,0,,2025-03
FWD173,25011660,0,125,0,125,0,0,,,0,0,,2025-03
FWD100,H23123060,872,0,0,0,872,872,,C-2,872,0,,2025-03
FWD100K,24071560,4650,0,0,2450,2200,2700,,E-4,2200,0,,2025-03
