SKU,batch,Last_Month_Stock,month_in,month_out,month_sales,month_end_stock,Note_value,safety_stock,Location,month_end_inventory,inventory_diff,Remark,Time
FWD110,24100761,2607.05,0.0,0.0,650.0,1957.05,1957.05,1000.0,2F-2,1957.05,0,,2025-06
FWD111,23112560,928.14,0.0,0.0,25.0,903.14,903.14,479.0,2C-4,903.14,0,3个零头,2025-06
FWD111M,24092061,3362.4,0.0,0.0,625.0,2737.4,2737.4,459.0,2E-1,2737.4,0,2个零头,2025-06
FWD111MT,24040761,1173.8,0.0,0.0,0.0,1173.8,1173.8,333.0,B-1,1173.8,0,,2025-06
FWD120,24072661,425.0,0.0,0.0,350.0,75.0,14993.6,2000.0,C-2,75.0,0,,2025-06
FWD120,25030360,5993.6,0.0,0.0,75.0,5918.6,,,B-1,5918.6,0,,2025-06
FWD120,25030360,9000.0,0.0,0.0,0.0,9000.0,,,A-2,9000.0,0,,2025-06
FWD120,25062060,0.0,2675.0,0.0,2675.0,0.0,0.0,,,0.0,0,,2025-06
FWD120K,25041461,1475.0,0.0,0.0,450.0,1025.0,1025.0,,B-2,1025.0,0,,2025-06
FWD122,25022462,2312.2,0.0,0.0,50.0,2262.2,2262.7,1000.0,2G-4,2262.2,0,,2025-06
FWD122,24040764,0.5,0.0,0.0,0.0,0.5,,,D-2,0.5,0,,2025-06
FWD123,24072660,3511.3,0.0,0.0,325.0,3186.3,3186.3,783.0,B-1,3186.3,0,,2025-06
定制123,24112161,2616.0,0.0,0.0,1025.0,1591.0,1591.0,,C-2,1591.0,0,,2025-06
FWD123T,25011360,768.0,0.0,0.0,200.0,568.0,568.0,400.0,E-2,568.0,0,,2025-06
FWD100,25022860,2400.0,0.0,0.0,1875.0,525.0,23925.5,5000.0,E-4,525.0,0,,2025-06
FWD100,25021860,3849.5,0.0,0.0,0.0,3849.5,,,E-5,3849.5,0,,2025-06
FWD100,25052061,14556.0,0.0,0.0,5.0,14551.0,,,E-3,14551.0,0,,2025-06
FWD100,25052061,4600.0,0.0,0.0,4600.0,0.0,,,,0.0,0,,2025-06
FWD100,25052061,5400.0,0.0,0.0,400.0,5000.0,,,E-5,5000.0,0,,2025-06
FWD100,23123060,872.0,0.0,0.0,0.0,872.0,872.0,,C-2,872.0,0,,2025-06
FWD100K,25040361,5913.0,0.0,3000.0,2550.0,363.0,12363.0,,E-4,363.0,0,,2025-06
FWD100K,25040361,12000.0,0.0,0.0,0.0,12000.0,,,E-3,12000.0,0,,2025-06
FWD100,25061961,0.0,2458.0,5.0,2450.0,3.0,3.0,,C1-D2,3.0,0,,2025-06
FWD100W,25061460,0.0,2299.0,0.0,200.0,2099.0,2099.0,,C-1,2099.0,0,,2025-06
FWD100W,24031160,350.0,0.0,0.0,350.0,0.0,,,,0.0,0,,2025-06
FWD101,24050561,3200.0,0.0,0.0,325.0,2875.0,2875.0,1000.0,E-2,2875.0,0,,2025-06
FWD101T,25060562,0.0,4073.0,0.0,0.0,4073.0,4573.0,0.0,C-1,4073.0,0,,2025-06
FWD101T,25030661,1287.0,0.0,287.0,500.0,500.0,,,C-1,500.0,0,,2025-06
FWD173,25011361,2353.15,0.0,35.15,378.0,1940.0,16640.0,1000.0,E-4,1940.0,0,,2025-06
FWD173,25061960,0.0,14700.0,0.0,0.0,14700.0,,,C-2,14700.0,0,核对数量,2025-06
FWD173K,22110860,1396.46,0.0,0.0,800.0,596.46,596.46,,B-2,596.46,0,,2025-06
FWD103,24110561,0.75,0.0,0.0,0.0,0.75,9475.55,1000.0,A1货架,0.75,0,,2025-06
FWD103,25031060,6403.2,0.0,400.0,3078.0,2924.8,,,C-1,2924.8,0,,2025-06
FWD103,25031060,7000.0,0.0,0.0,450.0,6550.0,,,3A-1,6550.0,0,,2025-06
FWD151,24081461,1192.79,0.0,0.0,75.0,1117.79,5027.69,1000.0,B2-D2,1117.79,0,3个零头,2025-06
FWD151,24081461,3909.9,0.0,0.0,0.0,3909.9,,,E-3,3909.9,0,,2025-06
FWD151K,25050860,1650.0,0.0,0.0,0.0,1650.0,1650.0,,B-1,1650.0,0,,2025-06
FWD153,25010960,5328.75,0.0,0.0,2225.0,3103.75,3103.75,1000.0,E-2,3103.75,0,,2025-06
FWD153,25010960,850.0,0.0,0.0,850.0,0.0,,,,0.0,0,,2025-06
FWD153,24112160,2035.0,0.0,35.0,0.0,2000.0,2000.0,,A-2,2000.0,0,,2025-06
FWD163,24090760,8.0,0.0,0.0,8.0,0.0,4018.0,745.0,,0.0,0,,2025-06
FWD163,24090760,4250.0,0.0,0.0,232.0,4018.0,,,B-2,4018.0,0,,2025-06
HC010AS,25031962,970.0,0.0,5.0,5.0,960.0,960.0,,B-1,960.0,0,,2025-06
HC025,25032763,674.0,0.0,674.0,0.0,0.0,0.0,,,0.0,0,,2025-06
FWD104Z,25061661,0.0,4503.28,0.0,0.0,4503.28,4503.28,,车间,4503.28,0,,2025-06
FWD001,17092062,0.3,0.0,0.0,0.0,0.3,2697.6,,E-1,0.3,0,,2025-06
FWD001,15120460,25.0,0.0,0.0,0.0,25.0,,,E-1,25.0,0,退,2025-06
FWD001,25062063,2677.3,0.0,0.0,5.0,2672.3,,,D-2,2672.3,0,,2025-06
FWD205,25022460,2976.35,0.0,0.0,240.0,2736.35,2736.35,800.0,A-3,2736.35,0,,2025-06
FWD2205G,25031963,1808.0,0.0,0.0,0.0,1808.0,1808.0,500.0,2B-3,1808.0,0,,2025-06
FWD205A,25022260,2761.0,0.0,0.0,0.0,2761.0,2761.0,410.0,E-4,2761.0,0,,2025-06
FWD215,23111161,0.73,0.0,0.0,0.0,0.73,2429.73,500.0,D-2,0.73,0,,2025-06
FWD215,24110960,2539.0,0.0,0.0,110.0,2429.0,,,2B-3,2429.0,0,,2025-06
FWD219,24042061,1417.8,0.0,0.0,30.0,1387.8,1387.8,500.0,2G-2,1387.8,0,,2025-06
FWD219S,20121160,200.0,0.0,0.0,0.0,200.0,200.0,0.0,2D-2,200.0,0,,2025-06
FWD219K,24042760,1007.0,0.0,207.0,0.0,800.0,800.0,,2D-1,800.0,0,,2025-06
FWD219Y,22121760,450.0,0.0,450.0,0.0,0.0,0.0,0.0,,0.0,0,,2025-06
FWD225,24101960,3385.0,0.0,0.0,950.0,2435.0,2435.0,773.0,2C-1,2435.0,0,,2025-06
FWD225,25042861,367.0,0.0,0.0,0.0,367.0,367.0,,B-1,367.0,0,,2025-06
FWD225Z,25041060,3343.0,0.0,0.0,1000.0,2343.0,2343.0,,2C-3,2343.0,0,,2025-06
FWD225S,23091963,400.0,0.0,0.0,400.0,0.0,0.0,0.0,,0.0,0,,2025-06
FWD225A,24010261,200.0,0.0,0.0,0.0,200.0,200.0,,2D-1,200.0,0,,2025-06
FWD235,23060161,18.3,0.0,0.0,10.0,8.3,1131.4,500.0,D-2,8.3,0,,2025-06
FWD235,24011562,1198.1,0.0,0.0,75.0,1123.1,,,2C-4,1123.1,0,,2025-06
FWD235T,19062263,150.0,0.0,0.0,0.0,150.0,150.0,,4E-4,150.0,0,,2025-06
FWD235K,21041563,150.0,0.0,0.0,0.0,150.0,150.0,,2B-4,150.0,0,,2025-06
FWD201,24052960,200.0,0.0,0.0,200.0,0.0,3115.7,800.0,,0.0,0,,2025-06
FWD201,25042260,3325.7,0.0,100.0,110.0,3115.7,,,2G-3,3115.7,0,,2025-06
FWD211,24111960,2575.5,0.0,285.0,125.0,2164.6,2164.6,500.0,2E-2,2164.6,0,,2025-06
FWD211,25060962,0.0,800.0,0.0,800.0,0.0,0.0,,,0.0,0,,2025-06
FWD223,24111660,1630.1,0.0,0.0,60.0,1569.2,1569.2,447.0,2C-3,1569.2,0,,2025-06
FWD221,24110760,936.5,0.0,231.5,330.0,375.0,6489.0,600.0,2F-2,375.0,0,,2025-06
FWD221,25060960,0.0,6914.0,0.0,800.0,6114.0,,,2C-1,6114.0,0,,2025-06
FWD221S,21051960,165.0,0.0,0.0,0.0,165.0,165.0,0.0,2E-2,165.0,0,,2025-06
FWD224,25041161,2418.0,0.0,0.0,125.0,2292.1,2292.1,0.0,2B-3,2292.1,0,,2025-06
FWD224T,25031160,25.0,0.0,0.0,0.0,25.0,1609.0,,B-2,25.0,0,,2025-06
FWD224T,25032761,2134.0,0.0,0.0,550.0,1584.0,,,2B-3,1584.0,0,,2025-06
FWD231,24111861,2976.82,0.0,0.0,85.0,2891.82,2891.82,493.0,2G-6,2891.82,0,,2025-06
FWD249,23100761,523.95,0.0,0.0,155.0,368.95,368.95,325.0,4B-1,368.95,0,,2025-06
FWD249A,23112460,125.0,0.0,0.0,50.0,75.0,75.0,,2E-1,75.0,0,,2025-06
FWD249,25061361,0.0,1638.0,0.0,500.0,1138.0,1138.0,,2F-1,1138.0,0,,2025-06
FWD249,24050661,231.0,0.0,6.0,225.0,0.0,,,,0.0,0,,2025-06
FWD216,24111863,2750.0,0.0,0.0,25.0,2724.1,2724.1,0.0,2B-4,2724.1,0,,2025-06
FWD216K,25041661,1699.0,0.0,0.0,200.0,1499.0,1499.0,,B-2,1499.0,0,,2025-06
FWD216Y,24070260,275.0,0.0,0.0,0.0,275.0,275.0,0.0,2E-1,275.0,0,,2025-06
FWD217,18011860,105.25,0.0,0.0,25.0,80.25,80.25,0.0,2B-3,80.25,0,,2025-06
FWD299,23082163,534.0,0.0,0.0,0.0,534.0,534.0,,2E-1,534.0,0,,2025-06
FWD289,25032460,661.0,0.0,0.0,75.0,586.0,586.0,0.0,2C-2,586.0,0,,2025-06
FWD1289,16122660,300.0,0.0,0.0,0.0,300.0,300.0,,B-1,300.0,0,,2025-06
FWD300,24111961,525.0,0.0,0.0,525.0,0.0,4793.75,2000.0,,0.0,0,,2025-06
FWD300,24111961,4975.0,0.0,0.0,181.25,4793.75,,,3A-1,4793.75,0,,2025-06
FWD300,24111961,3193.75,0.0,0.0,3193.75,0.0,,,,0.0,0,,2025-06
FWD300B,24052961,1138.0,0.0,0.0,1125.0,13.0,13.0,0.0,D-2,13.0,0,,2025-06
FWD300S,21072760,300.0,0.0,0.0,0.0,300.0,300.0,0.0,2E-2,300.0,0,,2025-06
FWD300Y,24082860,465.0,0.0,0.0,150.0,315.0,315.0,0.0,3A-1,315.0,0,,2025-06
FWD301,24070962,2375.0,0.0,0.0,75.0,2300.0,2300.0,324.0,4B-3,2300.0,0,,2025-06
FWD303,24070661,75.0,0.0,0.0,75.0,0.0,15141.5,2000.0,,0.0,0,,2025-06
FWD303,25051661,16417.0,0.0,0.0,1275.0,15141.5,,,2G-6,15141.5,0,,2025-06
FWD303,23120860,289.7,0.0,0.0,0.0,289.7,289.7,,4B-4,289.7,0,,2025-06
FWD304K,25060261,0.0,4127.0,25.0,100.0,4002.0,4002.0,,3C-2,4002.0,0,,2025-06
FWD304K,23042662,0.7,0.0,0.7,0.0,0.0,,,,0.0,0,,2025-06
FWD305,25041063,725.0,0.0,0.0,725.0,0.0,11119.6,1000.0,,0.0,0,,2025-06
FWD305,25041063,11473.6,0.0,0.0,360.0,11113.6,,,2F-3,11113.6,0,,2025-06
FWD305,24071960,6.0,0.0,0.0,0.0,6.0,,,D-2,6.0,0,,2025-06
FWD305S,24112960,2682.0,0.0,0.0,0.0,2682.0,2682.0,0.0,2G-6,2682.0,0,,2025-06
FWD306,24120560,10902.2,0.0,0.0,1525.0,9377.2,9377.2,1500.0,2G-4,9377.2,0,2个零头,2025-06
FWD306,25032860,12.0,0.0,12.0,0.0,0.0,0.0,,,0.0,0,,2025-06
FWD306C,24103060,643.8,0.0,0.0,0.0,643.8,643.8,,A-1,643.8,0,纸袋装,2025-06
FWD306B,25062160,0.0,7310.0,0.0,300.0,7010.0,7010.0,,2D-1,7010.0,0,,2025-06
FWD306B,24060460,2289.0,0.0,89.0,2200.0,0.0,,,,0.0,0,,2025-06
FWD306S,24121160,2625.0,0.0,0.0,0.0,2625.0,2625.0,,4C-2,2625.0,0,,2025-06
FWD307,23121962,100.0,0.0,0.0,100.0,0.0,5770.7,1000.0,,0.0,0,,2025-06
FWD307,24122060,6056.7,0.0,50.0,236.0,5770.7,,,2B-4,5770.7,0,,2025-06
FWD307B,24072260,775.0,0.0,0.0,775.0,0.0,0.0,0.0,,0.0,0,,2025-06
FWD307Y,24091460,884.0,0.0,0.0,75.0,809.0,809.0,0.0,2E-2,809.0,0,,2025-06
FWD3307A,25062360,0.0,5100.0,0.0,0.0,5100.0,5100.0,500.0,2C-4,5100.0,0,,2025-06
FWD3307A,24040862,724.8,0.0,274.8,450.0,0.0,,,,0.0,0,,2025-06
FWD308,25061662,0.0,4401.0,0.0,225.0,4176.0,4176.0,500.0,3B-4,4176.0,0,,2025-06
FWD308,23122861,418.8,0.0,368.8,50.0,0.0,,,,0.0,0,,2025-06
FWD302,24102863,11562.5,0.0,1035.0,50.0,10476.8,10476.8,2000.0,4D-3,10476.8,0,,2025-06
FWD302,24102863,275.0,0.0,0.0,275.0,0.0,,,,0.0,0,,2025-06
FWD3302,24082960,1101.8,0.0,0.0,300.0,801.8,801.8,150.0,2E-2,801.8,0,,2025-06
FWD323,24110162,400.0,0.0,0.0,400.0,0.0,9610.55,1000.0,,0.0,0,,2025-06
FWD323,25032061,10736.0,0.0,0.0,1125.0,9610.55,,,3C-1,9610.55,0,混料1445,2025-06
FWD323,24111262,494.0,0.0,0.0,0.0,494.0,494.0,,2E-1,494.0,0,,2025-06
FWD323Y,24111263,368.0,0.0,0.0,0.0,368.0,368.0,,2C-1,368.0,0,,2025-06
FWD320,25022461,7378.0,0.0,0.0,1855.0,5523.0,5523.0,1000.0,3C-2,5523.0,0,,2025-06
FWD320K,25052663,3387.0,0.0,0.0,900.0,2487.0,2487.0,,3A-2,2487.0,0,,2025-06
FWD322,25010260,3388.8,0.0,500.0,1100.0,1788.8,1788.8,0.0,4A-2,1788.8,0,,2025-06
FWD325,24110560,2752.5,0.0,0.0,275.0,2477.5,2477.5,500.0,,2477.5,0,少2.5,2025-06
FWD351,24120960,3336.7,0.0,0.0,1050.0,2285.8,2285.8,500.0,2E-2,2285.8,0,,2025-06
FWD351Y,24111362,728.0,0.0,0.0,100.0,628.0,628.0,0.0,2C-1,628.0,0,,2025-06
FWD353,23120460,25.0,0.0,0.0,20.0,5.0,3890.3,500.0,D-2,5.0,0,,2025-06
FWD353,24121660,3960.3,0.0,0.0,75.0,3885.3,,,2D-2,3885.3,0,,2025-06
FWD353Y,24111662,1431.0,0.0,0.0,200.0,1231.0,1231.0,0.0,2F-1,1231.0,0,,2025-06
FWD355,24122362,2977.6,0.0,0.0,25.0,2952.6,2952.6,500.0,2C-4,2952.6,0,,2025-06
FWD355Y,21062361,450.0,0.0,0.0,100.0,350.0,350.0,,3A-1,350.0,0,,2025-06
FWD361,21042260,1723.1,0.0,0.0,0.0,1723.1,1723.1,,3A-2,1723.1,0,,2025-06
FWD362,16061460,9.95,0.0,0.0,5.0,4.95,25.25,,D-2,4.95,0,,2025-06
FWD362,16061460,20.3,0.0,0.0,0.0,20.3,,,E-1,20.3,0,退货,2025-06
FWD3112,24101663,1033.7,0.0,0.0,525.0,508.7,508.7,500.0,2B-3,508.7,0,,2025-06
FWD6622,23101163,725.0,0.0,0.0,50.0,675.0,675.0,,3A-1,675.0,0,,2025-06
FWD500,25041462,8571.2,0.0,0.0,1400.0,7171.2,7171.2,1000.0,4A-1,7171.2,0,,2025-06
FWD500K,23080161,1474.2,0.0,0.0,400.0,1074.2,1074.2,,2G-3,1074.2,0,,2025-06
FWD3500E,23082560,25.0,0.0,0.0,0.0,25.0,25.0,,3B-1,25.0,0,,2025-06
FWD3500,24010460,863.23,0.0,0.0,50.0,813.23,813.23,0.0,3B-1,813.23,0,,2025-06
FWD3502,25042960,3100.0,0.0,48.0,75.0,2976.1,2976.1,500.0,2C-3,2976.1,0,,2025-06
FWD3504,24071860,1434.0,0.0,0.0,150.0,1284.0,1284.0,0.0,4D-3,1284.0,0,,2025-06
FWD502,24100860,400.0,0.0,41.6,350.0,8.4,7225.4,1000.0,D-2,8.4,0,,2025-06
FWD502,25051460,7967.0,0.0,0.0,750.0,7217.0,,,4C-3,7217.0,0,,2025-06
FWD502S,21052960,1000.0,0.0,0.0,0.0,1000.0,1000.0,0.0,2D-1,1000.0,0,,2025-06
FWD502Z,23122762,625.0,0.0,0.0,0.0,625.0,625.0,0.0,4D-2,625.0,0,,2025-06
FWD503,25031862,2766.8,0.0,0.0,225.0,2541.3,2541.3,500.0,4A-2,2541.3,0,,2025-06
FWD504,24100963,4156.6,0.0,0.0,200.0,3956.2,3957.3,1000.0,4A-2,3956.2,0,2个零头,2025-06
FWD504,23111660,1.1,0.0,0.0,0.0,1.1,,,D-2,1.1,0,,2025-06
FWD504,24110262,10.0,0.0,0.0,0.0,10.0,10.0,,D-2,10.0,0,,2025-06
FWD5004B,24081460,10.0,0.0,0.0,0.0,10.0,10.0,,D-2,10.0,0,,2025-06
FWD505,24102160,2112.02,0.0,19.84,204.0,1888.18,1888.18,500.0,4C-2,1888.18,0,,2025-06
FWD506,19101560,2286.0,0.0,0.0,10.0,2276.0,7896.0,0.0,2G-5,2276.0,0,,2025-06
FWD506,19101560,5620.0,0.0,0.0,0.0,5620.0,,,2G-2,5620.0,0,,2025-06
FWD508,24110863,2061.5,0.0,0.0,0.0,2061.5,2061.5,500.0,2B-4,2061.5,0,,2025-06
FWD510,25032461,2391.1,0.0,84.8,50.0,2256.3,2256.3,200.0,2B-3,2256.3,0,,2025-06
FWD510,25060563,0.0,300.0,0.0,300.0,0.0,,,,0.0,0,,2025-06
FWD510Y,22030462,550.0,0.0,0.0,0.0,550.0,550.0,0.0,4A-3,550.0,0,,2025-06
FWD510W,23091962,550.0,0.0,0.0,0.0,550.0,550.0,0.0,2E-2,550.0,0,,2025-06
FWD520,24062462,1101.6,0.0,64.6,512.0,525.0,6544.5,500.0,4D-2,525.0,0,混料10kg,2025-06
FWD520,25060663,0.0,6020.0,0.0,0.0,6019.5,,,4D-2,6019.5,0,,2025-06
