SKU,batch,Last_Month_Stock,month_in,month_out,month_sales,month_end_stock,Note_value,safety_stock,Location,month_end_inventory,inventory_diff,Remark,Time
FWD110,25072260,12511.0,0.0,1.38,1865.0,10644.62,10644.62,1000.0,E-4,10644.62,0,,2025-08
FWD111,23112560,603.14,0.0,0.0,0.0,602.24,602.24,479.0,2C-4,602.24,0,,2025-08
FWD111M,24092061,2162.4,0.0,0.0,151.0,2011.4,2011.4,459.0,2E-1,2011.4,0,2个零头,2025-08
FWD111MT,24040761,897.8,0.0,0.0,75.0,822.8,822.8,333.0,B-1,822.8,0,,2025-08
FWD120,25030360,9000.0,0.0,0.0,0.0,9000.0,13400.5,2000.0,A-2,9000.0,0,,2025-08
FWD120,25030360,5300.0,0.0,0.0,899.5,4400.5,,,B-1,4400.5,0,,2025-08
FWD120K,25041461,1025.0,0.0,0.0,0.0,1025.0,1025.0,,B-2,1025.0,0,,2025-08
FWD122,25022462,1275.0,0.0,0.0,131.0,1144.0,6669.0,1000.0,2G-4,1144.0,0,,2025-08
FWD122,25080160,0.0,5525.0,0.0,0.0,5525.0,,,E-3,5525.0,0,,2025-08
FWD123,24072660,2705.3,0.0,0.0,250.0,2455.3,2455.3,783.0,B-1,2455.3,0,,2025-08
定制123,24112161,1591.0,0.0,0.0,1175.0,416.0,416.0,,C-2,416.0,0,,2025-08
FWD123T,25011360,175.0,0.0,25.0,150.0,0.0,1500.0,400.0,,0.0,0,,2025-08
FWD123T,25070261,1725.0,0.0,225.0,0.0,1500.0,,,C-1,1500.0,0,,2025-08
FWD100,25052061,8113.94,0.0,133.94,2530.0,5450.0,44794.0,5000.0,E3-C2,5450.0,0,,2025-08
FWD100,25071661,3655.0,0.0,0.0,0.0,3655.0,,,B-2,3655.0,0,,2025-08
FWD100,25071661,10000.0,0.0,0.0,3100.0,6900.0,,,E-5,6900.0,0,,2025-08
FWD100,25080460,0.0,8809.0,20.0,0.0,8789.0,,,E-4,8789.0,0,,2025-08
FWD100,25080460,0.0,10000.0,0.0,0.0,10000.0,,,E-2,10000.0,0,,2025-08
瑞克100,25080460,0.0,20000.0,0.0,10000.0,10000.0,,,E-5,10000.0,0,,2025-08
瑞克100,25021860,349.5,0.0,349.5,0.0,0.0,,,,0.0,0,,2025-08
FWD173,25052061,0.0,125.0,0.0,125.0,0.0,0.0,,,0.0,0,,2025-08
FWD100,23123060,872.0,0.0,0.0,0.0,872.0,872.0,,C-2,872.0,0,,2025-08
FWD100K,25040361,10813.0,0.0,0.0,1350.0,9463.0,9463.0,,E-3,9463.0,0,,2025-08
FWD100,25061961,3.0,0.0,3.0,0.0,0.0,0.0,,,0.0,0,,2025-08
FWD100W,25061460,1899.0,0.0,0.0,500.0,1399.0,1399.0,,C-1,1399.0,0,,2025-08
FWD101,24050561,2099.0,0.0,0.0,550.0,1549.0,1549.0,1000.0,E-2,1549.0,0,,2025-08
FWD101T,25060562,4073.0,0.0,0.0,0.0,4073.0,4573.0,0.0,C-1,4073.0,0,,2025-08
FWD101T,25030661,500.0,0.0,0.0,0.0,500.0,,,C-1,500.0,0,,2025-08
FWD173,25011361,1664.0,0.0,0.0,152.0,1512.0,11357.0,1000.0,C-2,1512.0,0,,2025-08
FWD173,25061960,11845.0,0.0,0.0,2000.0,9845.0,,,C-2,9845.0,0,,2025-08
FWD173K,25081660,0.0,2564.0,0.0,650.0,1914.0,1914.0,,B-1,1914.0,0,,2025-08
FWD173K,22110860,596.46,0.0,596.46,0.0,0.0,,,,0.0,0,,2025-08
FWD103,24110561,0.75,0.0,0.0,0.0,0.75,5799.95,1000.0,A1货架,0.75,0,,2025-08
FWD103,25031060,2468.8,0.0,0.0,1219.0,1249.2,,,C-1,1249.2,0,,2025-08
FWD103,25031060,6550.0,0.0,0.0,2000.0,4550.0,,,3A-1,4550.0,0,,2025-08
FWD151,,0.0,0.0,0.0,0.0,0.0,2861.69,1000.0,,0.0,0,,2025-08
FWD151,24081461,3201.69,0.0,0.0,340.0,2861.69,,,E3-D2,2861.69,0,3个零头,2025-08
FWD151K,25050860,1150.0,0.0,0.0,0.0,1150.0,1150.0,,B-1,1150.0,0,,2025-08
FWD153,25010960,3052.75,0.0,0.0,192.0,2859.75,2859.75,1000.0,E-2,2859.75,0,,2025-08
FWD153,24112160,2000.0,0.0,0.0,0.0,2000.0,2000.0,,A-2,2000.0,0,,2025-08
FWD163,24090760,3467.0,0.0,0.0,29.0,3438.0,3438.0,745.0,B-2,3438.0,0,,2025-08
HC010AS(云母粉）,25031962,960.0,0.0,460.0,0.0,500.0,500.0,,B-1,500.0,0,,2025-08
HC025（云母粉）,25070164,4.0,0.0,4.0,0.0,0.0,0.0,,,0.0,0,,2025-08
FWD104Z,25061661,4287.48,0.0,0.0,0.0,4287.48,4287.48,,车间,4287.48,0,,2025-08
FWD001,17092062,0.3,0.0,0.0,0.0,0.3,2672.6,,E-1,0.3,0,,2025-08
FWD001,15120460,25.0,0.0,0.0,0.0,25.0,,,E-1,25.0,0,退,2025-08
FWD001,25062063,2647.3,0.0,0.0,0.0,2647.3,,,D-2,2647.3,0,,2025-08
FWD205,25022460,2443.88,0.0,0.0,1035.0,1408.68,1408.68,800.0,A-3,1408.68,0,,2025-08
FWD2205G,25031963,1758.0,0.0,0.0,50.0,1708.0,1708.0,500.0,2B-3,1708.0,0,,2025-08
FWD205A,25022260,2761.0,0.0,0.0,100.0,2661.0,2661.0,410.0,E-4,2661.0,0,,2025-08
FWD215,23111161,0.73,0.0,0.0,0.0,0.73,1868.63,500.0,D-2,0.73,0,,2025-08
FWD215,24110960,1973.0,0.0,5.1,100.0,1867.9,,,2B-3,1867.9,0,,2025-08
FWD219,24042061,1205.8,0.0,0.0,100.0,1105.8,1105.8,500.0,2G-2,1105.8,0,,2025-08
FWD219S,25082561,0.0,1474.0,0.0,0.0,1474.0,1474.0,0.0,C-1,1474.0,0,,2025-08
FWD219K,24042760,800.0,0.0,0.0,0.0,800.0,800.0,,2D-1,800.0,0,,2025-08
FWD222,25080162,0.0,242.0,0.0,242.0,0.0,0.0,,,0.0,0,,2025-08
FWD225,24101960,1209.0,0.0,9.0,450.0,750.0,9566.7,773.0,2C-1,750.0,0,,2025-08
FWD225,25080161,0.0,8817.0,0.0,0.0,8816.7,,,2F-2,8816.7,0,,2025-08
FWD225,25042861,367.0,0.0,0.0,0.0,367.0,367.0,,B-1,367.0,0,,2025-08
FWD225Z,25041060,2343.0,0.0,0.0,1000.0,1343.0,1343.0,,2C-3,1343.0,0,,2025-08
FWD225S,25070862,2959.0,0.0,0.0,500.0,2459.0,2459.0,0.0,2E-2,2459.0,0,,2025-08
FWD225A,24010261,200.0,0.0,0.0,0.0,200.0,200.0,,2D-1,200.0,0,,2025-08
FWD235,23060161,7.3,0.0,0.0,0.0,7.3,646.75,500.0,D-2,7.3,0,,2025-08
FWD235,24011562,894.63,0.0,0.0,255.0,639.45,,,2C-4,639.45,0,,2025-08
FWD235T,19062263,150.0,0.0,0.0,0.0,150.0,150.0,,4E-4,150.0,0,,2025-08
FWD235K,25080163,0.0,805.0,0.0,0.0,805.0,805.0,,2F-4,805.0,0,,2025-08
FWD201,25042260,2494.7,0.0,0.0,375.0,2119.7,2119.7,800.0,2G-3,2119.7,0,,2025-08
FWD211,24111960,1570.0,0.0,36.89,175.0,1332.21,1332.21,500.0,2E-2,1332.21,0,,2025-08
FWD223,24111660,1318.7,0.0,250.0,0.0,1043.5,1043.5,447.0,2C-3,1043.5,0,,2025-08
FWD221,24110760,75.0,0.0,0.0,75.0,0.0,5750.0,600.0,,0.0,0,,2025-08
FWD221,25060960,6108.0,0.0,30.0,328.0,5750.0,,,2C-1,5750.0,0,,2025-08
FWD221S,21051960,165.0,0.0,0.0,0.0,165.0,165.0,0.0,2E-2,165.0,0,,2025-08
FWD224,25041161,2261.1,0.0,0.0,125.0,2135.7,2135.7,0.0,2B-3,2135.7,0,,2025-08
FWD224T,25031160,25.0,0.0,0.0,0.0,25.0,809.0,,B-2,25.0,0,,2025-08
FWD224T,25032761,1184.0,0.0,0.0,400.0,784.0,,,2B-3,784.0,0,,2025-08
FWD231,24111861,2680.82,0.0,0.0,175.0,2505.82,2505.82,493.0,2G-6,2505.82,0,,2025-08
FWD249,25082260,0.0,1336.0,0.0,0.0,1336.0,1336.0,325.0,B-2,1336.0,0,,2025-08
FWD249,23100761,307.95,0.0,132.95,175.0,0.0,,,,0.0,0,,2025-08
FWD249A,25082562,0.0,350.0,0.0,0.0,350.0,350.0,,2E-2,350.0,0,,2025-08
FWD249A,23112460,50.0,0.0,0.0,50.0,0.0,,,,0.0,0,,2025-08
FWD249,25061361,1138.0,0.0,0.0,300.0,838.0,838.0,,2F-1,838.0,0,,2025-08
FWD216,24111863,2574.1,0.0,0.0,200.0,2373.9,2373.9,0.0,2B-4,2373.9,0,,2025-08
FWD216K,25041661,1499.0,0.0,0.0,400.0,1099.0,1099.0,,B-2,1099.0,0,,2025-08
FWD216Y,24070260,225.0,0.0,0.0,0.0,224.5,224.5,0.0,2E-1,224.5,0,,2025-08
FWD217,18011860,79.25,0.0,0.0,50.0,29.25,29.25,0.0,2B-2,29.25,0,,2025-08
FWD299,23082163,533.0,0.0,0.0,27.0,505.8,505.8,,2E-1,505.8,0,,2025-08
FWD289,25032460,560.0,0.0,0.0,30.0,529.8,529.8,0.0,2C-2,529.8,0,,2025-08
