SKU,batch,Last_Month_Stock,month_in,month_out,month_sales,month_end_stock,Note_value,safety_stock,Location,month_end_inventory,inventory_diff,Remark,Time
FWD110,24100761,3132.55,0.0,0.0,525.5,2607.05,2607.05,1000.0,2F-2,2607.05,0.0,,2025-05
FWD110,25051660,0.0,1475.0,0.0,1475.0,0.0,,,,0.0,0.0,,2025-05
FWD111,23112560,1053.14,0.0,0.0,125.0,928.14,928.14,479.0,2C-4,928.14,0.0,3个零头,2025-05
FWD111M,24092061,3563.4,0.0,50.0,151.0,3362.4,3362.4,459.0,2E-1,3362.4,0.0,2个零头,2025-05
FWD111MT,24040761,1273.8,0.0,0.0,100.0,1173.8,1173.8,333.0,B-1,1173.8,0.0,,2025-05
FWD120,24072661,1250.0,0.0,0.0,825.0,425.0,15418.6,2000.0,C-2,425.0,0.0,,2025-05
FWD120,25030360,5993.8,0.0,0.0,0.0,5993.6,,,B-1,5993.6,0.0,,2025-05
FWD120,25030360,9000.0,0.0,0.0,0.0,9000.0,,,A-2,9000.0,0.0,,2025-05
FWD120,25030561,500.0,0.0,0.0,500.0,0.0,0.0,,,0.0,0.0,,2025-05
FWD120K,25041461,2383.0,0.0,8.0,900.0,1475.0,1475.0,,C-2,1475.0,0.0,,2025-05
FWD122,25022462,2462.2,0.0,0.0,150.0,2312.2,2312.7,1000.0,2G-4,2312.2,0.0,,2025-05
FWD122,24040764,0.5,0.0,0.0,0.0,0.5,,,D-2,0.5,0.0,,2025-05
FWD123,24072660,3861.3,0.0,0.0,350.0,3511.3,3511.3,783.0,B-1,3511.3,0.0,,2025-05
定制123,24112161,3566.0,0.0,0.0,950.0,2616.0,2616.0,,C-2,2616.0,0.0,,2025-05
FWD123T,25011360,1823.0,0.0,0.0,1055.0,768.0,768.0,400.0,E-2,768.0,0.0,,2025-05
FWD100,25022860,3729.6,0.0,129.6,1200.0,2400.0,30805.5,5000.0,E-4,2400.0,0.0,,2025-05
FWD100,25021860,13149.5,0.0,0.0,9300.0,3849.5,,,E-5,3849.5,0.0,,2025-05
FWD100,25052061,0.0,14556.0,0.0,0.0,14556.0,,,E-3,14556.0,0.0,,2025-05
FWD100,25052061,0.0,4600.0,0.0,0.0,4600.0,,,E-4,4600.0,0.0,,2025-05
FWD100,25052061,0.0,5400.0,0.0,0.0,5400.0,,,E-5,5400.0,0.0,,2025-05
FWD100,25011660,13.75,0.0,13.75,0.0,0.0,,,,0.0,0.0,,2025-05
