SKU,batch,Last_Month_Stock,month_in,month_out,month_sales,month_end_stock,Note_value,safety_stock,Location,month_end_inventory,inventory_diff,Remark,Time
FWD110,24100761,4467.55,0.0,0.0,1335.0,3132.55,3132.55,1000.0,2F-2,3132.55,0,,2025-04
FWD111,23112560,1128.14,0.0,0.0,75.0,1053.14,1053.14,479.0,2C-4,1053.14,0,,2025-04
FWD111M,24092061,3719.4,0.0,0.0,155.0,3563.4,3563.4,459.0,2E-1,3563.4,0,2个零头,2025-04
FWD111MT,24040761,1373.8,0.0,0.0,100.0,1273.8,1273.8,333.0,B-1,1273.8,0,,2025-04
FWD120,24072661,1850.0,0.0,0.0,600.0,1250.0,16243.8,2000.0,C-2,1250.0,0,,2025-04
FWD120,25030360,5994.3,0.0,0.0,0.5,5993.8,,,B-1,5993.8,0,,2025-04
FWD120,25030360,9000.0,0.0,0.0,0.0,9000.0,,,A-2,9000.0,0,,2025-04
FWD120,25030561,500.0,0.0,0.0,0.0,500.0,500.0,,B-2,500.0,0,,2025-04
FWD120K,25041461,0.0,2401.0,18.0,0.0,2383.0,2383.0,,C-2,2383.0,0,,2025-04
FWD120K,24040760,588.43,0.0,13.43,575.0,0.0,,,,0.0,0,,2025-04
FWD122,25022462,4587.9,0.0,0.0,2125.0,2462.2,2462.7,1000.0,2G-4,2462.2,0,,2025-04
FWD122,24040764,225.5,0.0,0.0,225.0,0.5,,,D-2,0.5,0,,2025-04
FWD123,24072660,3967.35,0.0,0.0,105.0,3861.3,3861.3,783.0,B-1,3861.3,0,,2025-04
定制123,24112161,4466.0,0.0,0.0,900.0,3566.0,3566.0,,E-3,3566.0,0,,2025-04
FWD123T,25011360,2024.0,0.0,0.0,201.0,1823.0,1823.0,400.0,E-2,1823.0,0,,2025-04
FWD100,25011660,323.75,0.0,50.0,260.0,13.75,16892.85,5000.0,D-2,13.75,0,,2025-04
FWD100,25021460,25.0,0.0,0.0,25.0,0.0,,,C-2,0.0,0,,2025-04
FWD100,25021860,13149.5,0.0,0.0,0.0,13149.5,,,E-5,13149.5,0,,2025-04
FWD100,25022860,13495.0,0.0,125.0,9640.0,3729.6,,,E-4,3729.6,0,,2025-04
FWD173,25022860,0.0,125.0,0.0,125.0,0.0,,,,0.0,0,,2025-04
FWD173,25011660,0.0,50.0,0.0,50.0,0.0,0.0,,,0.0,0,,2025-04
FWD100,23123060,872.0,0.0,0.0,0.0,872.0,872.0,,C-2,872.0,0,,2025-04
FWD100K,25040361,0.0,7863.0,0.0,0.0,7863.0,19863.0,,E-4,7863.0,0,,2025-04
FWD100K,25040361,0.0,12000.0,0.0,0.0,12000.0,,,E-3,12000.0,0,,2025-04
FWD100K,24071560,2200.0,0.0,0.0,2200.0,0.0,,,,0.0,0,,2025-04
FWD100,24121460,500.0,0.0,0.0,0.0,500.0,500.0,,A-3,500.0,0,,2025-04
FWD100W,24031160,1350.0,0.0,0.0,600.0,750.0,750.0,,C-2,750.0,0,,2025-04
FWD101,24050561,4325.0,0.0,0.0,800.0,3525.0,3525.0,1000.0,E-2,3525.0,0,,2025-04
FWD101T,25030661,3287.0,0.0,0.0,500.0,2787.0,2787.0,0.0,C-1,2787.0,0,,2025-04
FWD173,25011062,25.0,0.0,0.0,25.0,0.0,5648.15,1000.0,,0.0,0,,2025-04
FWD173,25011361,6000.0,0.0,0.0,350.0,5648.15,,,E-4,5648.15,0,,2025-04
FWD173,25011361,2725.0,0.0,0.0,2725.0,0.0,,,,0.0,0,,2025-04
定制173,23062562,1800.0,0.0,500.0,0.0,1300.0,1300.0,,C-2,1300.0,0,,2025-04
FWD173K,22110860,1996.46,0.0,0.0,100.0,1896.46,1896.46,,E-3,1896.46,0,,2025-04
FWD103,24110561,1399.75,0.0,0.0,750.0,649.75,17025.95,1000.0,2C-3,649.75,0,,2025-04
FWD103,25031060,7577.0,0.0,0.0,200.0,7376.2,,,C-1,7376.2,0,,2025-04
FWD103,25031060,9000.0,0.0,0.0,0.0,9000.0,,,3A-1,9000.0,0,,2025-04
FWD103,25040963,0.0,4000.0,0.0,4000.0,0.0,,,,0.0,0,,2025-04
FWD151,24081461,1492.79,0.0,0.0,150.0,1342.79,5262.69,1000.0,B2-D2,1342.79,0,3个零头,2025-04
FWD151,24081461,3924.9,0.0,0.0,5.0,3919.9,,,E-3,3919.9,0,,2025-04
FWD151K,24040762,525.0,0.0,0.0,525.0,0.0,0.0,,,0.0,0,,2025-04
FWD153,25010960,5783.75,0.0,0.0,353.0,5430.75,9430.75,1000.0,E-2,5430.75,0,,2025-04
FWD153,25010960,4000.0,0.0,0.0,0.0,4000.0,,,E-2,4000.0,0,,2025-04
FWD153,24112160,2035.0,0.0,0.0,0.0,2035.0,2035.0,,A-2,2035.0,0,,2025-04
FWD163,24090760,23.0,0.0,0.0,15.0,8.0,4433.0,745.0,D-2,8.0,0,,2025-04
FWD163,24090760,4975.0,0.0,0.0,550.0,4425.0,,,B-2,4425.0,0,,2025-04
HC010AS,25031962,1000.0,0.0,0.0,0.0,999.0,999.0,,B-1,999.0,0,,2025-04
HC025,25032763,1128.0,0.0,0.0,450.0,678.0,678.0,,A-1,678.0,0,,2025-04
FWD104Z,24060761,1645.25,0.0,0.0,1645.25,0.0,0.0,,,0.0,0,,2025-04
FWD001,17092062,0.3,0.0,0.0,0.0,0.3,2702.6,,E-1,0.3,0,,2025-04
FWD001,15120460,25.0,0.0,0.0,0.0,25.0,,,E-1,25.0,0,退,2025-04
FWD001,17123060,2677.3,0.0,0.0,0.0,2677.3,,,D-2,2677.3,0,,2025-04
FWD205,25022460,1012.7,0.0,0.0,725.0,287.3,4087.3,800.0,A-3,287.3,0,,2025-04
FWD205,25022460,3800.0,0.0,0.0,0.0,3800.0,,,A-3,3800.0,0,,2025-04
FWD2205G,25031963,2319.0,0.0,0.0,286.0,2033.0,2033.0,500.0,2B-3,2033.0,0,,2025-04
FWD205A,25022260,3546.0,0.0,0.0,425.0,3121.0,3121.0,410.0,E-4,3121.0,0,,2025-04
FWD215,23111161,6.73,0.0,0.0,1.0,5.73,2780.73,500.0,D-2,5.73,0,,2025-04
FWD215,24110960,2975.0,0.0,0.0,200.0,2775.0,,,2B-3,2775.0,0,,2025-04
FWD219,24042061,1693.8,0.0,0.0,151.0,1542.8,1542.8,500.0,2G-2,1542.8,0,,2025-04
FWD219S,20121160,400.0,0.0,0.0,0.0,400.0,400.0,0.0,2D-2,400.0,0,,2025-04
FWD219K,24042760,1577.0,0.0,570.0,0.0,1007.0,1007.0,,2D-1,1007.0,0,,2025-04
FWD219Y,22121760,750.0,0.0,300.0,0.0,450.0,450.0,0.0,2D-2,450.0,0,,2025-04
FWD225,24101960,4475.0,0.0,0.0,690.0,3785.0,3785.0,773.0,2C-1,3785.0,0,,2025-04
FWD225,24101960,825.0,0.0,0.0,825.0,0.0,,,,0.0,0,,2025-04
FWD225,25042861,0.0,567.0,0.0,200.0,367.0,367.0,,B-1,367.0,0,,2025-04
FWD225Z,25041060,0.0,4843.0,0.0,1500.0,3343.0,3343.0,,2C-3,3343.0,0,,2025-04
FWD225S,23091963,700.0,0.0,0.0,300.0,400.0,400.0,0.0,2B-3,400.0,0,,2025-04
FWD225K,21041562,500.0,0.0,500.0,0.0,0.0,0.0,,,0.0,0,,2025-04
FWD225A,24010261,550.0,0.0,207.0,0.0,343.0,343.0,,2D-1,343.0,0,,2025-04
FWD235,23060161,19.3,0.0,0.0,1.0,18.3,1466.4,500.0,D-2,18.3,0,,2025-04
